Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
Rice,2004,Autumn     ,Meghalaya,32667,37766,4767.9,3539142.78,6860.07,1.492857143
Rice,2004,Summer     ,Meghalaya,9224,37439,4767.9,999328.16,1937.04,2.078333333
Rice,2004,Winter     ,Meghalaya,69659,118514,4767.9,7546856.06,14628.39,1.792857143
Sesamum,2004,Kharif     ,Meghalaya,1628,860,4767.9,176377.52,341.88,0.548333333
Small millets,2004,Kharif     ,Meghalaya,2652,2241,4767.9,287317.68,556.92,0.957142857
Soyabean,2004,Kharif     ,Meghalaya,967,935,4767.9,104764.78,203.07,0.915714286
Sugarcane,2004,Whole Year ,Meghalaya,84,225,4767.9,9100.56,17.64,2.264
Sweet potato,2004,Kharif     ,Meghalaya,4974,16172,4767.9,538883.16,1044.54,3.352857143
Sweet potato,2004,Whole Year ,Meghalaya,4974,16172,4767.9,538883.16,1044.54,3.352857143
Tapioca,2004,Whole Year ,Meghalaya,3975,20644,4767.9,430651.5,834.75,6.367142857
Tobacco,2004,Whole Year ,Meghalaya,729,479,4767.9,78979.86,153.09,0.55
Turmeric,2004,Whole Year ,Meghalaya,1682,9016,4767.9,182227.88,353.22,4.715714286
Wheat,2004,Rabi       ,Meghalaya,863,1564,4767.9,93497.42,181.23,1.156666667
Arecanut,2004,Whole Year ,Tamil Nadu,5077,7390,1034,550042.18,1066.17,1.55
Arhar/Tur,2004,Kharif     ,Tamil Nadu,43416,28979,1034,4703689.44,9117.36,0.6684
Bajra,2004,Kharif     ,Tamil Nadu,97608,124300,1034,10574850.72,20497.68,1.408846154
Banana,2004,Whole Year ,Tamil Nadu,81498,3461788,1034,8829493.32,17114.58,41.73931034
Cardamom,2004,Whole Year ,Tamil Nadu,4936,450,1034,534766.24,1036.56,0.071818182
Cashewnut,2004,Whole Year ,Tamil Nadu,104659,44497,1034,11338756.06,21978.39,0.34037037
Castor seed,2004,Kharif     ,Tamil Nadu,8269,2598,1034,895863.46,1736.49,0.3392
Coconut ,2004,Whole Year ,Tamil Nadu,357056,4097000000,1034,38683447.04,74981.76,10877.70276
Coriander,2004,Whole Year ,Tamil Nadu,19350,8391,1034,2096379,4063.5,0.4236
Cotton(lint),2004,Kharif     ,Tamil Nadu,129364,185960,1034,14015295.76,27166.44,1.571153846
Dry chillies,2004,Whole Year ,Tamil Nadu,66990,44631,1034,7257696.6,14067.9,0.761724138
Garlic,2004,Whole Year ,Tamil Nadu,443,2632,1034,47994.62,93.03,5.854
Ginger,2004,Kharif     ,Tamil Nadu,574,11076,1034,62187.16,120.54,19.255
Gram,2004,Rabi       ,Tamil Nadu,6420,3942,1034,695542.8,1348.2,0.545
Groundnut,2004,Kharif     ,Tamil Nadu,615877,1005342,1034,66724114.18,129334.17,1.790714286
Horse-gram,2004,Kharif     ,Tamil Nadu,67513,20110,1034,7314358.42,14177.73,0.3068
Jowar,2004,Kharif     ,Tamil Nadu,376739,252063,1034,40815903.26,79115.19,0.825
Maize,2004,Kharif     ,Tamil Nadu,189893,294717,1034,20573007.62,39877.53,1.758846154
Moong(Green Gram),2004,Kharif     ,Tamil Nadu,154959,61760,1034,16788258.06,32541.39,0.417777778
Niger seed,2004,Kharif     ,Tamil Nadu,1239,0,1034,134233.26,260.19,0
Onion,2004,Whole Year ,Tamil Nadu,26491,256359,1034,2870034.94,5563.11,9.490357143
Other Kharif pulses,2004,Kharif     ,Tamil Nadu,91578,18642,1034,9921560.52,19231.38,0.201071429
Potato,2004,Whole Year ,Tamil Nadu,5034,79060,1034,545383.56,1057.14,16.0325
Ragi,2004,Kharif     ,Tamil Nadu,108845,154085,1034,11792267.3,22857.45,1.742307692
Rapeseed &Mustard,2004,Rabi       ,Tamil Nadu,452,109,1034,48969.68,94.92,0.25
Rice,2004,Kharif     ,Tamil Nadu,1872822,5061622,1034,202901535.5,393292.62,3.015172414
Sesamum,2004,Kharif     ,Tamil Nadu,72725,33840,1034,7879026.5,15272.25,0.397857143
Small millets,2004,Kharif     ,Tamil Nadu,50576,42869,1034,5479403.84,10620.96,0.8724
Sugarcane,2004,Whole Year ,Tamil Nadu,222188,24457244,1034,24071847.92,46659.48,104.66
Sunflower,2004,Kharif     ,Tamil Nadu,18152,19303,1034,1966587.68,3811.92,1.002962963
Sweet potato,2004,Whole Year ,Tamil Nadu,1397,21118,1034,151350.98,293.37,14.9992
Tapioca,2004,Whole Year ,Tamil Nadu,110589,4563776,1034,11981212.26,23223.69,41.5525
Turmeric,2004,Whole Year ,Tamil Nadu,21616,118447,1034,2341877.44,4539.36,5.096071429
Urad,2004,Kharif     ,Tamil Nadu,226364,82998,1034,24524275.76,47536.44,0.4075
Arecanut,2005,Whole Year ,Andhra Pradesh,293,234,1075.5,35136.56,61.53,0.8025
Arhar/Tur,2005,Kharif     ,Andhra Pradesh,494523,300636,1075.5,59303198.16,103849.83,0.554545455
Bajra,2005,Kharif     ,Andhra Pradesh,68884,72401,1075.5,8260569.28,14465.64,0.941666667
Bajra,2005,Rabi       ,Andhra Pradesh,12107,9751,1075.5,1451871.44,2542.47,0.952307692
Banana,2005,Whole Year ,Andhra Pradesh,45642,935517,1075.5,5473388.64,9584.82,23.9085
Cashewnut,2005,Whole Year ,Andhra Pradesh,148372,40153,1075.5,17792770.24,31158.12,0.285882353
Castor seed,2005,Kharif     ,Andhra Pradesh,344587,140019,1075.5,41322873.04,72363.27,0.462777778
Coconut ,2005,Whole Year ,Andhra Pradesh,104438,891991928,1075.5,12524204.96,21931.98,7717.767778
Coriander,2005,Whole Year ,Andhra Pradesh,28114,12725,1075.5,3371430.88,5903.94,0.503333333
Cotton(lint),2005,Kharif     ,Andhra Pradesh,1032629,2107984,1075.5,123832869.7,216852.09,1.727272727
Dry chillies,2005,Kharif     ,Andhra Pradesh,127631,417095,1075.5,15305509.52,26802.51,2.937272727
Dry chillies,2005,Rabi       ,Andhra Pradesh,43815,120617,1075.5,5254294.8,9201.15,2.799090909
Garlic,2005,Whole Year ,Andhra Pradesh,800,0,1075.5,95936,168,0
Ginger,2005,Whole Year ,Andhra Pradesh,2161,16456,1075.5,259147.12,453.81,5.812222222
Gram,2005,Rabi       ,Andhra Pradesh,394443,626974,1075.5,47301604.56,82833.03,1.602631579
Groundnut,2005,Kharif     ,Andhra Pradesh,1614668,912020,1075.5,193630986.6,339080.28,1.069545455
Groundnut,2005,Rabi       ,Andhra Pradesh,260876,453797,1075.5,31284249.92,54783.96,1.975
Horse-gram,2005,Kharif     ,Andhra Pradesh,9919,4917,1075.5,1189486.48,2082.99,0.43
Horse-gram,2005,Rabi       ,Andhra Pradesh,46703,16110,1075.5,5600623.76,9807.63,0.32
Jowar,2005,Kharif     ,Andhra Pradesh,182851,280035,1075.5,21927491.92,38398.71,0.996818182
Jowar,2005,Rabi       ,Andhra Pradesh,261245,307992,1075.5,31328500.4,54861.45,1.799090909
Linseed,2005,Rabi       ,Andhra Pradesh,3845,1435,1075.5,461092.4,807.45,0.371666667
Maize,2005,Kharif     ,Andhra Pradesh,593135,2098190,1075.5,71128749.2,124558.35,3.803636364
Maize,2005,Rabi       ,Andhra Pradesh,164827,988711,1075.5,19766053.84,34613.67,6.032272727
Mesta,2005,Kharif     ,Andhra Pradesh,49827,455487,1075.5,5975253.84,10463.67,8.926666667
Moong(Green Gram),2005,Kharif     ,Andhra Pradesh,251959,122697,1075.5,30214923.28,52911.39,0.582272727
Moong(Green Gram),2005,Rabi       ,Andhra Pradesh,132963,42623,1075.5,15944922.96,27922.23,0.448333333
Niger seed,2005,Kharif     ,Andhra Pradesh,15748,6097,1075.5,1888500.16,3307.08,0.465
Onion,2005,Kharif     ,Andhra Pradesh,20434,364201,1075.5,2450445.28,4291.14,15.5455
Onion,2005,Rabi       ,Andhra Pradesh,15952,332092,1075.5,1912963.84,3349.92,20.49047619
Other  Rabi pulses,2005,Rabi       ,Andhra Pradesh,16032,6755,1075.5,1922557.44,3366.72,0.401666667
Other Kharif pulses,2005,Kharif     ,Andhra Pradesh,14585,3836,1075.5,1749033.2,3062.85,0.274666667
Potato,2005,Whole Year ,Andhra Pradesh,3275,29564,1075.5,392738,687.75,8.895
Ragi,2005,Kharif     ,Andhra Pradesh,56576,62947,1075.5,6784593.92,11880.96,1.316428571
Ragi,2005,Rabi       ,Andhra Pradesh,9031,16398,1075.5,1082997.52,1896.51,1.785384615
Rapeseed &Mustard,2005,Rabi       ,Andhra Pradesh,5660,2568,1075.5,678747.2,1188.6,0.2825
Rice,2005,Kharif     ,Andhra Pradesh,2526108,6376990,1075.5,302930871.4,530482.68,2.549090909
Rice,2005,Rabi       ,Andhra Pradesh,1455643,5326634,1075.5,174560708.6,305685.03,3.132272727
Safflower,2005,Rabi       ,Andhra Pradesh,17654,8094,1075.5,2117067.68,3707.34,0.415454545
Sesamum,2005,Kharif     ,Andhra Pradesh,79424,16278,1075.5,9524526.08,16679.04,0.205714286
Sesamum,2005,Rabi       ,Andhra Pradesh,37284,12802,1075.5,4471097.28,7829.64,0.360526316
Small millets,2005,Kharif     ,Andhra Pradesh,43674,26264,1075.5,5237386.08,9171.54,0.6
Small millets,2005,Rabi       ,Andhra Pradesh,438,314,1075.5,52524.96,91.98,0.855
Soyabean,2005,Kharif     ,Andhra Pradesh,97692,190937,1075.5,11715224.64,20515.32,1.424166667
Sugarcane,2005,Whole Year ,Andhra Pradesh,229960,17656395,1075.5,27576803.2,48291.6,83.59
Sunflower,2005,Whole Year ,Andhra Pradesh,444264,297556,1075.5,53276138.88,93295.44,0.931363636
Sweet potato,2005,Whole Year ,Andhra Pradesh,1085,8726,1075.5,130113.2,227.85,8.547777778
Tapioca,2005,Whole Year ,Andhra Pradesh,15281,125986,1075.5,1832497.52,3209.01,7.2075
Tobacco,2005,Whole Year ,Andhra Pradesh,204328,716614,1075.5,24503013.76,42908.88,4.374418605
Urad,2005,Kharif     ,Andhra Pradesh,79206,33844,1075.5,9498383.52,16633.26,0.384761905
Urad,2005,Rabi       ,Andhra Pradesh,341832,216227,1075.5,40992493.44,71784.72,0.621052632
Wheat,2005,Rabi       ,Andhra Pradesh,11109,8891,1075.5,1332191.28,2332.89,0.774
Arecanut,2005,Whole Year ,Assam,71176,66778,2184.6,8535425.92,14946.96,0.913478261
Arecanut,1997,Whole Year ,Assam,73814,56708,2051.4,7024878.38,22882.34,0.796086957
Arhar/Tur,1997,Kharif     ,Assam,6637,4685,2051.4,631643.29,2057.47,0.710434783
Castor seed,1997,Kharif     ,Assam,796,22,2051.4,75755.32,246.76,0.238333333
Coconut ,1997,Whole Year ,Assam,19656,126905000,2051.4,1870661.52,6093.36,5238.051739
Cotton(lint),1997,Kharif     ,Assam,1739,794,2051.4,165500.63,539.09,0.420909091
Dry chillies,1997,Whole Year ,Assam,13587,9073,2051.4,1293074.79,4211.97,0.643636364
Gram,1997,Rabi       ,Assam,2979,1507,2051.4,283511.43,923.49,0.465454545
Jute,1997,Kharif     ,Assam,94520,904095,2051.4,8995468.4,29301.2,9.919565217
Linseed,1997,Rabi       ,Assam,10098,5158,2051.4,961026.66,3130.38,0.461363636
Maize,1997,Kharif     ,Assam,19216,14721,2051.4,1828786.72,5956.96,0.615652174
Mesta,1997,Kharif     ,Assam,5915,29003,2051.4,562930.55,1833.65,4.568947368
Niger seed,1997,Whole Year ,Assam,9914,5076,2051.4,943515.38,3073.34,0.482352941
Onion,1997,Whole Year ,Assam,7832,17943,2051.4,745371.44,2427.92,2.342608696
Other  Rabi pulses,1997,Rabi       ,Assam,108297,58272,2051.4,10306625.49,33572.07,0.520869565
Potato,1997,Whole Year ,Assam,75259,671871,2051.4,7162399.03,23330.29,7.561304348
Rapeseed &Mustard,1997,Rabi       ,Assam,279292,154772,2051.4,26580219.64,86580.52,0.554782609
Rice,1997,Autumn     ,Assam,607358,398311,2051.4,57802260.86,188280.98,0.780869565
Rice,1997,Summer     ,Assam,174974,209623,2051.4,16652275.58,54241.94,1.060434783
Rice,1997,Winter     ,Assam,1743321,1647296,2051.4,165911859.6,540429.51,0.941304348
Sesamum,1997,Whole Year ,Assam,15765,8257,2051.4,1500355.05,4887.15,0.487391304
Small millets,1997,Kharif     ,Assam,10490,5391,2051.4,998333.3,3251.9,0.473
Sugarcane,1997,Kharif     ,Assam,31318,1287451,2051.4,2980534.06,9708.58,41.89695652
Sweet potato,1997,Whole Year ,Assam,9380,32618,2051.4,892694.6,2907.8,3.440434783
Tapioca,1997,Whole Year ,Assam,2465,11728,2051.4,234594.05,764.15,4.41826087
Tobacco,1997,Whole Year ,Assam,433,26,2051.4,41208.61,134.23,0.38
Turmeric,1997,Whole Year ,Assam,10071,6974,2051.4,958457.07,3122.01,0.67
Wheat,1997,Rabi       ,Assam,84698,110054,2051.4,8060708.66,26256.38,1.25952381
Arecanut,1997,Whole Year ,Karnataka,93100,133342,1266.7,8860327,28861,1.293571429
Arhar/Tur,1997,Kharif     ,Karnataka,421810,98473,1266.7,40143657.7,130761.1,0.268235294
Bajra,1997,Kharif     ,Karnataka,301149,132056,1266.7,28660350.33,93356.19,0.404545455
Bajra,1997,Summer     ,Karnataka,820,662,1266.7,78039.4,254.2,0.81
Black pepper,1997,Kharif     ,Karnataka,3825,924,1266.7,364025.25,1185.75,0.4375
Cardamom,1997,Whole Year ,Karnataka,21230,1214,1266.7,2020459.1,6581.3,0.058571429
Coriander,1997,Whole Year ,Karnataka,17317,2853,1266.7,1648058.89,5368.27,0.121333333
Dry chillies,1997,Kharif     ,Karnataka,186579,139206,1266.7,17756723.43,57839.49,1.078333333
Dry chillies,1997,Rabi       ,Karnataka,4565,7895,1266.7,434451.05,1415.15,1.869444444
Garlic,1997,Whole Year ,Karnataka,5061,3799,1266.7,481655.37,1568.91,1.585
Ginger,1997,Kharif     ,Karnataka,3619,4745,1266.7,344420.23,1121.89,1.262307692
Groundnut,1997,Kharif     ,Karnataka,847666,525562,1266.7,80672373.22,262776.46,0.709411765
Groundnut,1997,Rabi       ,Karnataka,192416,181071,1266.7,18312230.72,59648.96,1.133333333
Horse-gram,1997,Kharif     ,Karnataka,178872,80124,1266.7,17023248.24,55450.32,0.45
Horse-gram,1997,Rabi       ,Karnataka,163173,82572,1266.7,15529174.41,50583.63,0.514705882
Jowar,1997,Kharif     ,Karnataka,389690,516093,1266.7,37086797.3,120803.9,1.228
Jowar,1997,Rabi       ,Karnataka,1501172,722773,1266.7,142866539.2,465363.32,0.510714286
Jowar,1997,Summer     ,Karnataka,6137,15135,1266.7,584058.29,1902.47,2.470909091
Maize,1997,Kharif     ,Karnataka,502797,1391132,1266.7,47851190.49,155867.07,2.687777778
Maize,1997,Rabi       ,Karnataka,48844,98932,1266.7,4648483.48,15141.64,1.98
Maize,1997,Summer     ,Karnataka,9730,20893,1266.7,926004.1,3016.3,2.165714286
Ragi,1997,Kharif     ,Karnataka,897921,1214282,1266.7,85455141.57,278355.51,1.191333333
Ragi,1997,Rabi       ,Karnataka,27104,33696,1266.7,2579487.68,8402.24,1.312222222
Ragi,1997,Summer     ,Karnataka,13521,25035,1266.7,1286793.57,4191.51,1.847777778
Rice,1997,Kharif     ,Karnataka,1031530,2340493,1266.7,98170710.1,319774.3,2.2335
Rice,1997,Rabi       ,Karnataka,53889,109350,1266.7,5128616.13,16705.59,2.073846154
Rice,1997,Summer     ,Karnataka,268044,762759,1266.7,25509747.48,83093.64,2.829444444
Sugarcane,1997,Whole Year ,Karnataka,308857,28999269,1266.7,29393920.69,95745.67,91.74736842
Turmeric,1997,Whole Year ,Karnataka,4342,24108,1266.7,413228.14,1346.02,4.452941176
Wheat,1997,Rabi       ,Karnataka,250698,118512,1266.7,23858928.66,77716.38,0.548333333
Arecanut,1997,Whole Year ,Kerala,76145,93995,3252.4,7246719.65,23604.95,1.147857143
Black pepper,1997,Whole Year ,Kerala,173855,55520,3252.4,16545780.35,53895.05,0.240714286
Cashewnut,1997,Whole Year ,Kerala,96073,74142,3252.4,9143267.41,29782.63,0.589285714
Coconut ,1997,Whole Year ,Kerala,884344,5210000000,3252.4,84163018.48,274146.64,5376.054286
Tapioca,1997,Whole Year ,Kerala,132875,2841819,3252.4,12645713.75,41191.25,22.80357143
Arecanut,1997,Whole Year ,Meghalaya,9569,12116,3818.2,910681.73,2966.39,1.245714286
Arhar/Tur,1997,Kharif     ,Meghalaya,865,683,3818.2,82322.05,268.15,0.806666667
Banana,1997,Whole Year ,Meghalaya,5239,63011,3818.2,498595.63,1624.09,11.20714286
Castor seed,1997,Rabi       ,Meghalaya,30,15,3818.2,2855.1,9.3,0.49
Cotton(lint),1997,Kharif     ,Meghalaya,7544,5590,3818.2,717962.48,2338.64,0.796666667
Dry chillies,1997,Whole Year ,Meghalaya,1766,1106,3818.2,168070.22,547.46,0.64
Ginger,1997,Kharif     ,Meghalaya,7357,45260,3818.2,700165.69,2280.67,6.054285714
Gram,1997,Rabi       ,Meghalaya,443,270,3818.2,42160.31,137.33,0.613333333
Jute,1997,Kharif     ,Meghalaya,4243,34683,3818.2,403806.31,1315.33,8.436666667
Linseed,1997,Kharif     ,Meghalaya,50,22,3818.2,4758.5,15.5,0.44
Maize,1997,Kharif     ,Meghalaya,17175,24878,3818.2,1634544.75,5324.25,1.444285714
Mesta,1997,Kharif     ,Meghalaya,4688,21558,3818.2,446156.96,1453.28,4.68
Mesta,1997,Whole Year ,Meghalaya,861,713,3818.2,81941.37,266.91,0.7525
Other  Rabi pulses,1997,Rabi       ,Meghalaya,1909,1511,3818.2,181679.53,591.79,0.777142857
Potato,1997,Whole Year ,Meghalaya,20764,200509,3818.2,1976109.88,6436.84,8.641428571
Rapeseed &Mustard,1997,Rabi       ,Meghalaya,6914,4467,3818.2,658005.38,2143.34,0.608571429
Rice,1997,Kharif     ,Meghalaya,105170,150101,3818.2,10009028.9,32602.7,1.378571429
Sesamum,1997,Kharif     ,Meghalaya,1326,688,3818.2,126195.42,411.06,0.575714286
Small millets,1997,Kharif     ,Meghalaya,2804,2237,3818.2,266856.68,869.24,0.861428571
Soyabean,1997,Kharif     ,Meghalaya,898,814,3818.2,85462.66,278.38,0.921428571
Sugarcane,1997,Whole Year ,Meghalaya,82,225,3818.2,7803.94,25.42,2.352
Sweet potato,1997,Whole Year ,Meghalaya,5212,16978,3818.2,496026.04,1615.72,3.221428571
Tapioca,1997,Whole Year ,Meghalaya,3959,21087,3818.2,376778.03,1227.29,6.537142857
Tobacco,1997,Rabi       ,Meghalaya,742,505,3818.2,70616.14,230.02,0.618
Turmeric,1997,Whole Year ,Meghalaya,1401,7126,3818.2,133333.17,434.31,5.425714286
Wheat,1997,Rabi       ,Meghalaya,4287,6894,3818.2,407993.79,1328.97,1.385
Arecanut,1997,Whole Year ,West Bengal,8058,12423,1852.9,766879.86,2497.98,1.691764706
Arhar/Tur,1997,Whole Year ,West Bengal,3630,2181,1852.9,345467.1,1125.3,0.777692308
Bajra,1997,Kharif     ,West Bengal,207,95,1852.9,19700.19,64.17,0.426666667
Barley,1997,Whole Year ,West Bengal,6116,5034,1852.9,582059.72,1895.96,1.68
Cardamom,1997,Whole Year ,West Bengal,2674,7,1852.9,254484.58,828.94,0
Castor seed,1997,Whole Year ,West Bengal,660,46,1852.9,62812.2,204.6,0.07
Coconut ,1997,Whole Year ,West Bengal,24273,306202300,1852.9,2310061.41,7524.63,13003.78778
Cotton(lint),1997,Kharif     ,West Bengal,26000,52000,1852.9,2474420,8060,2
Dry chillies,1997,Whole Year ,West Bengal,64034,55569,1852.9,6094115.78,19850.54,0.942777778
Gram,1997,Rabi       ,West Bengal,25485,16994,1852.9,2425407.45,7900.35,0.5975
Groundnut,1997,Whole Year ,West Bengal,29615,38672,1852.9,2818459.55,9180.65,1.13
Horse-gram,1997,Kharif     ,West Bengal,5645,2556,1852.9,537234.65,1749.95,0.438888889
Jowar,1997,Whole Year ,West Bengal,948,450,1852.9,90221.16,293.88,0.482
Jute,1997,Kharif     ,West Bengal,641574,7549700,1852.9,61058597.58,198887.94,13.44588235
Khesari,1997,Rabi       ,West Bengal,25261,28460,1852.9,2404089.37,7830.91,1.095882353
Linseed,1997,Whole Year ,West Bengal,16486,4210,1852.9,1568972.62,5110.66,0.251538462
Maize,1997,Whole Year ,West Bengal,35469,130390,1852.9,3375584.73,10995.39,2.658461538
Masoor,1997,Rabi       ,West Bengal,51202,35040,1852.9,4872894.34,15872.62,0.662352941
Mesta,1997,Kharif     ,West Bengal,9689,89000,1852.9,922102.13,3003.59,9.154166667
Moong(Green Gram),1997,Kharif     ,West Bengal,1490,711,1852.9,141803.3,461.9,0.548888889
Moong(Green Gram),1997,Rabi       ,West Bengal,3269,1710,1852.9,311110.73,1013.39,0.542857143
Moong(Green Gram),1997,Summer     ,West Bengal,9959,303,1852.9,947798.03,3087.29,0.046
Niger seed,1997,Rabi       ,West Bengal,50808100,38657300,1852.9,4835406877,15750511,0.698888889
Niger seed,1997,Whole Year ,West Bengal,6512,3522,1852.9,619747.04,2018.72,0.40375
Other Kharif pulses,1997,Kharif     ,West Bengal,1279,725,1852.9,121722.43,396.49,0.585
Potato,1997,Whole Year ,West Bengal,284015,5581553,1852.9,27029707.55,88044.65,18.23722222
Ragi,1997,Autumn     ,West Bengal,12607,15330,1852.9,1199808.19,3908.17,0.986
Rapeseed &Mustard,1997,Whole Year ,West Bengal,327123,250950,1852.9,31132295.91,101408.13,0.718333333
Rice,1997,Autumn     ,West Bengal,423121,751970,1852.9,40268425.57,131167.51,1.837222222
Rice,1997,Summer     ,West Bengal,1206829,3569520,1852.9,114853915.9,374116.99,2.843888889
Rice,1997,Winter     ,West Bengal,4270328,8915100,1852.9,406407115.8,1323801.68,1.985555556
Safflower,1997,Whole Year ,West Bengal,10800,3000,1852.9,1027836,3348,0.2975
Sannhamp,1997,Whole Year ,West Bengal,2015,9073,1852.9,191767.55,624.65,4.598571429
Sesamum,1997,Whole Year ,West Bengal,127913,88943,1852.9,12173480.21,39653.03,0.649444444
Small millets,1997,Whole Year ,West Bengal,5046,3222,1852.9,480227.82,1564.26,0.626666667
Soyabean,1997,Kharif     ,West Bengal,1555,1172,1852.9,147989.35,482.05,1.196666667
Sugarcane,1997,Whole Year ,West Bengal,25797,1818700,1852.9,2455100.49,7997.07,67.83625
Sunflower,1997,Whole Year ,West Bengal,278,1,1852.9,26457.26,86.18,0
Turmeric,1997,Whole Year ,West Bengal,12481,23556,1852.9,1187816.77,3869.11,1.661111111
Urad,1997,Kharif     ,West Bengal,69271,44480,1852.9,6592521.07,21474.01,1.825
Urad,1997,Rabi       ,West Bengal,16694,10553,1852.9,1588767.98,5175.14,0.628333333
Wheat,1997,Rabi       ,West Bengal,367374,810480,1852.9,34962983.58,113885.94,1.886666667
Arecanut,1998,Kharif     ,Puducherry,66,23,1434.5875,6520.8,19.14,0.35
Bajra,1998,Kharif     ,Puducherry,149,324,1434.5875,14721.2,43.21,2.17
Black pepper,1998,Kharif     ,Puducherry,12,7,1434.5875,1185.6,3.48,0.58
Coriander,1998,Kharif     ,Puducherry,2,1,1434.5875,197.6,0.58,0.5
Cotton(lint),1998,Summer     ,Puducherry,453,372,1434.5875,44756.4,131.37,0.84
Dry chillies,1998,Kharif     ,Puducherry,8,23,1434.5875,790.4,2.32,2.75
Groundnut,1998,Rabi       ,Puducherry,1046,2062,1434.5875,103344.8,303.34,1.54
Onion,1998,Kharif     ,Puducherry,26,429,1434.5875,2568.8,7.54,16.5
Ragi,1998,Kharif     ,Puducherry,112,366,1434.5875,11065.6,32.48,3.27
Rice,1998,Kharif     ,Puducherry,4945,11518,1434.5875,488566,1434.05,2.46
Rice,1998,Rabi       ,Puducherry,13961,30220,1434.5875,1379346.8,4048.69,2.555
Rice,1998,Summer     ,Puducherry,5716,14863,1434.5875,564740.8,1657.64,2.55
Sesamum,1998,Kharif     ,Puducherry,147,120,1434.5875,14523.6,42.63,0.806666667
Small millets,1998,Kharif     ,Puducherry,4,3,1434.5875,395.2,1.16,0.75
Sugarcane,1998,Kharif     ,Puducherry,2710,232369,1434.5875,267748,785.9,82.595
Tapioca,1998,Kharif     ,Puducherry,649,19110,1434.5875,64121.2,188.21,20
Arecanut,1998,Whole Year ,Assam,74457,55355,2354.4,7356351.6,21592.53,0.784347826
Arhar/Tur,1998,Kharif     ,Assam,7657,5389,2354.4,756511.6,2220.53,0.709130435
Banana,1998,Whole Year ,Assam,41885,581884,2354.4,4138238,12146.65,13.78826087
Castor seed,1998,Kharif     ,Assam,1728,708,2354.4,170726.4,501.12,0.411428571
Coconut ,1998,Whole Year ,Assam,20166,149866000,2354.4,1992400.8,5848.14,6045.886957
Cotton(lint),1998,Kharif     ,Assam,1652,751,2354.4,163217.6,479.08,0.399130435
Dry chillies,1998,Whole Year ,Assam,14724,9690,2354.4,1454731.2,4269.96,0.636956522
Gram,1998,Rabi       ,Assam,3002,1503,2354.4,296597.6,870.58,0.460454545
Jute,1998,Kharif     ,Assam,78702,687173,2354.4,7775757.6,22823.58,9.040869565
Linseed,1998,Rabi       ,Assam,10222,5212,2354.4,1009933.6,2964.38,0.480909091
Maize,1998,Kharif     ,Assam,19810,13965,2354.4,1957228,5744.9,0.608695652
Mesta,1998,Kharif     ,Assam,5260,25623,2354.4,519688,1525.4,4.9105
Niger seed,1998,Kharif     ,Assam,8753,4478,2354.4,864796.4,2538.37,0.520555556
Onion,1998,Whole Year ,Assam,8083,18341,2354.4,798600.4,2344.07,2.340434783
Other  Rabi pulses,1998,Rabi       ,Assam,116141,62330,2354.4,11474730.8,33680.89,0.50826087
Potato,1998,Whole Year ,Assam,76958,611077,2354.4,7603450.4,22317.82,7.230434783
Rapeseed &Mustard,1998,Rabi       ,Assam,288829,135631,2354.4,28536305.2,83760.41,0.473478261
Rice,1998,Autumn     ,Assam,594979,520605,2354.4,58783925.2,172543.91,1.055652174
Rice,1998,Summer     ,Assam,223913,446114,2354.4,22122604.4,64934.77,1.685217391
Rice,1998,Winter     ,Assam,1635230,2288114,2354.4,161560724,474216.7,1.395652174
Sesamum,1998,Kharif     ,Assam,15940,8210,2354.4,1574872,4622.6,0.485217391
Small millets,1998,Kharif     ,Assam,10547,5450,2354.4,1042043.6,3058.63,0.521363636
Sugarcane,1998,Whole Year ,Assam,30571,1223578,2354.4,3020414.8,8865.59,39.89304348
Sweet potato,1998,Whole Year ,Assam,9433,32437,2354.4,931980.4,2735.57,3.435652174
Tapioca,1998,Whole Year ,Assam,2798,13261,2354.4,276442.4,811.42,4.445217391
Tobacco,1998,Whole Year ,Assam,1465,732,2354.4,144742,424.85,0.569545455
Turmeric,1998,Whole Year ,Assam,10729,7416,2354.4,1060025.2,3111.41,0.666956522
Wheat,1998,Rabi       ,Assam,89591,90509,2354.4,8851590.8,25981.39,0.999545455
Arecanut,1998,Whole Year ,Goa,1500,1820,2964.9,148200,435,1.21
Banana,1998,Whole Year ,Goa,1900,14400,2964.9,187720,551,7.58
Black pepper,1998,Whole Year ,Goa,250,70,2964.9,24700,72.5,0.28
Cashewnut,1998,Whole Year ,Goa,52875,15000,2964.9,5224050,15333.75,0.28
Coconut ,1998,Whole Year ,Goa,24858,121000000,2964.9,2455970.4,7208.82,4867.65
Groundnut,1998,Kharif     ,Goa,350,412,2964.9,34580,101.5,1.18
Groundnut,1998,Rabi       ,Goa,1048,2124,2964.9,103542.4,303.92,2.03
Other  Rabi pulses,1998,Rabi       ,Goa,8671,9220,2964.9,856694.8,2514.59,1.06
Other Kharif pulses,1998,Kharif     ,Goa,1200,324,2964.9,118560,348,0.27
Ragi,1998,Kharif     ,Goa,2500,2476,2964.9,247000,725,0.99
Rice,1998,Kharif     ,Goa,41000,104249,2964.9,4050800,11890,2.54
Rice,1998,Rabi       ,Goa,15439,46925,2964.9,1525373.2,4477.31,3.04
